Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,23684,1,1,46,101,46,46,46.0,0.0,101,101,101.0,0.0,6206.721838,84.44519507,23684.0,0.0,23684,23684,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.22259753,42.22259753,46,101,64.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,96.5,46.0,101.0,20,0,0,0,0,0,0,1,46,1,101,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1228071,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,9472.579354,6.51428134,175438.7143,463792.4363,1227221,5,739,369.5,359.9173516,624,115,1228024,307006.0,613476.7434,1227221,5,0,0,0,0,72,112,2.442855503,4.071425838,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,186124,32,49,887,67984,405,0,27.71875,85.96744859,2896,0,1387.428571,509.7975497,370027.5085,435.1937418,2326.55,7202.953397,32753,1,186124,6004.0,11115.05521,33682,1,155419,3237.895833,9715.165097,50223,50,0,0,0,0,1036,1576,171.9283918,263.26535,0,2896,839.8902439,779.4224042,607499.2841,0,0,0,1,0,0,0,0,1,850.2592593,27.71875,1387.428571,1036,0,0,0,0,0,0,32,887,49,67984,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,99436697,11,5,724,11595,356,0,65.81818182,143.4892457,10136,0,2319.0,4414.366206,123.8878641,0.160906391,6629113.133,25300000.0,98100000,3,99300000,9930720.7,31000000.0,98100000,3,353431,88357.75,108976.4579,223997,84,0,0,0,0,344,168,0.110623143,0.050283247,0,10136,724.6470588,2451.554837,6010121.118,0,0,0,0,1,0,0,0,0,769.9375,65.81818182,2319.0,344,0,0,0,0,0,0,11,724,5,11595,274,235,4,20,4980.0,0.0,4980,4980,98100000.0,0.0,98100000,98100000,DoS Hulk
53,98639724,3,3,165,364,64,47,55.0,8.544003745,129,108,121.3333333,11.59022577,5.362950934,0.060827421,19700000.0,27300000.0,55500000,23493,98600000,49300000.0,8798970.206,55500000,43100000,98600000,49300000.0,8763347.58,55500000,43100000,0,0,0,0,72,84,0.03041371,0.03041371,47,129,83.28571429,36.55003094,1335.904762,0,0,0,0,0,0,0,0,1,97.16666667,55.0,121.3333333,72,0,0,0,0,0,0,3,165,3,364,-1,-1,2,20,42478.0,26848.84448,61463,23493,49300000.0,8772121.361,55500000,43100000,BENIGN
4343,47,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,170212.766,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,98758,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20.25152393,98758.0,0.0,98758,98758,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.12576196,10.12576196,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,78226,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38.35042058,39113.0,576.9991334,39521,38705,78226,39113.0,576.9991334,39521,38705,0,0.0,0.0,0,0,0,0,0,0,96,0,38.35042058,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,317,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,74308188,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,156.9544395,0.161489606,6755289.818,19000000.0,63300000,1,72600000,10400000.0,23600000.0,63300000,1,1708733,569577.6667,985610.9534,1707663,4,0,0,0,0,172,92,0.107659737,0.053829869,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,997.0,0.0,997,997,36300000.0,38200000.0,63300000,9261816,DDoS
45286,59,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16949.15254,16949.15254,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,332,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,98336737,6,5,387,11595,369,0,64.5,149.202882,8688,0,2319.0,3776.347044,121.8466299,0.111860535,9833673.7,31100000.0,98300000,2,98300000,19700000.0,44000000.0,98300000,2,98300000,24600000.0,49100000.0,98300000,182,0,0,0,0,164,168,0.061014837,0.050845698,0,8688,999.0,2560.047691,6553844.182,1,0,0,0,0,0,0,0,0,1089.818182,64.5,2319.0,164,0,0,0,0,0,0,6,387,5,11595,0,235,3,20,11990.0,0.0,11990,11990,98300000.0,0.0,98300000,98300000,DoS Hulk
80,1652056,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,7041.528859,4.842450861,236008.0,624118.6362,1651376,3,474,237.0,246.0731599,411,63,1652010,413002.5,825582.3542,1651376,3,0,0,0,0,72,112,1.815919073,3.026531788,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,99141601,7,6,322,11595,322,0,46.0,121.7045603,5792,0,1932.5,2362.781391,120.2018111,0.131125581,8261800.083,28600000.0,99000000,2,99000000,16500000.0,40400000.0,99000000,2,148364,29672.8,59734.50652,136130,3,0,0,0,0,232,200,0.070606082,0.060519499,0,5792,851.2142857,1760.261789,3098521.566,0,0,0,0,1,0,0,0,0,916.6923077,46.0,1932.5,232,0,0,0,0,0,0,7,322,6,11595,251,235,1,32,993.0,0.0,993,993,99000000.0,0.0,99000000,99000000,DoS Hulk
80,9954372,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.411000915,0.401833486,3318124.0,5746656.193,9953791,224,9954372,3318124.0,5746656.193,9953791,224,0,0.0,0.0,0,0,0,0,0,0,80,0,0.401833486,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,581.0,0.0,581,581,9953791.0,0.0,9953791,9953791,DDoS
80,97003497,8,5,56,11607,20,0,7.0,5.656854249,7300,0,2321.4,3346.363967,120.2327788,0.134015787,8083624.75,27600000.0,95700000,8,96700000,13800000.0,36100000.0,95700000,97,261053,65263.25,129684.6558,259789,8,0,0,0,0,172,112,0.082471254,0.051544533,0,7300,833.5,2184.061804,4770125.962,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1062385.0,0.0,1062385,1062385,95700000.0,0.0,95700000,95700000,DDoS
80,84549327,9,7,322,11595,322,0,35.77777778,107.3333333,4344,0,1656.428571,1946.27472,140.9473076,0.189238644,5636621.8,21800000.0,84400000,1,84400000,10600000.0,29800000.0,84400000,1,151651,25275.16667,55097.07146,137169,48,0,0,0,0,296,232,0.106446737,0.082791907,0,4344,701.0,1450.949431,2105254.25,0,0,0,0,1,0,0,0,0,744.8125,35.77777778,1656.428571,296,0,0,0,0,0,0,9,322,7,11595,251,235,1,32,985.0,0.0,985,985,84400000.0,0.0,84400000,84400000,DoS Hulk
80,59427,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,195752.7723,117.7915762,9904.5,23921.97728,58733,5,669,334.5,403.7579721,620,49,59381,19793.66667,33723.96064,58733,5,0,0,0,0,72,92,50.48210409,67.30947213,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,184,2,2,66,258,33,33,33.0,0.0,129,129,129.0,0.0,1760869.565,21739.13043,61.33333333,65.03332479,132,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,10869.56522,10869.56522,33,129,71.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,89.25,33.0,129.0,40,0,0,0,0,0,0,2,66,2,258,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1131002,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,21.22012163,3.536686938,377000.6667,652127.9945,1130013,4,1131002,377000.6667,652127.9945,1130013,4,0,0.0,0.0,0,0,0,0,0,0,80,0,3.536686938,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,66541448,14,15,759,6053,387,0,54.21428571,110.7500155,2276,0,403.5333333,725.924127,102.3722838,0.435818589,2376480.286,4151681.214,10000000,4,61800000,4752870.923,5099587.857,10000000,44150,66500000,4749814.0,4911328.083,10100000,4,0,0,0,0,292,384,0.210395181,0.225423408,0,2276,227.0666667,540.559476,292204.5471,0,0,0,1,0,0,0,0,1,234.8965517,54.21428571,403.5333333,292,0,0,0,0,0,0,14,759,15,6053,8192,10,13,20,297169.3333,620161.1677,1563068,43822,10000000.0,5583.306643,10000000,9989322,BENIGN
443,11322543,47,60,3550,92464,613,0,75.5319148936,179.2601766032,2896,0,1541.0666666667,790.1679475344,8479.897139715,9.45017387,106816.443396226,969697.837232718,9990862,1,1331678,28949.5217391304,48345.6982674383,155693,1,11219723,190164.79661017,1299848.55888497,9997595,1,0,0,0,0,1512,1928,4.1510109522,5.2991629177,0,2896,889.0185185185,945.8163361403,894568.541709934,0,0,0,1,0,0,0,0,1,897.3271028037,75.5319148936,1541.0666666667,1512,0,0,0,0,0,0,47,3550,60,92464,29200,287,8,32,1331678.0,0.0,1331678,1331678,9990862.0,0.0,9990862,9990862,BENIGN
47474,23,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,43478.26087,43478.26087,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,124,250,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,270,2,2,64,636,32,32,32.0,0.0,318,318,318.0,0.0,2592592.593,14814.81481,90.0,149.8232292,263,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,7407.407407,7407.407407,32,318,146.4,156.6486514,24538.8,0,0,0,0,0,0,0,0,1,183.0,32.0,318.0,40,0,0,0,0,0,0,2,64,2,636,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5590367,9,6,399,4848,212,0,44.3333333333,74.3908596536,2920,0,808.0,1138.231435166,938.5788088689,2.6831869893,399311.928571429,1440813.08397625,5404738,4,5590367,698795.875,1901714.50494137,5404738,4,110510,22102.0,29357.8066789738,57279,195,0,0,0,0,192,132,1.6099121936,1.0732747957,0,2920,327.9375,763.1649423071,582420.729166667,0,0,0,1,0,0,0,0,0,349.8,44.3333333333,808.0,192,0,0,0,0,0,0,9,399,6,4848,8192,110,8,20,185625.0,0.0,185625,185625,5404738.0,0.0,5404738,5404738,BENIGN
80,2061,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,8733.624454,1940.805434,687.0,994.9366814,1834,57,2061,1030.5,1376.736903,2004,57,0,0.0,0.0,0,0,0,0,0,0,60,32,1455.604076,485.2013586,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
443,225332,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.875792164,225332.0,0.0,225332,225332,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,4.437896082,4.437896082,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1850,197,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115616325,16,14,403,894,319,0,25.1875,78.36429353,888,0,63.85714286,237.2100196,11.21813896,0.259478927,3986769.828,4866690.338,10000000,143,116000000,7707755.0,4122835.505,10000000,837,110000000,8484278.077,3758860.23,10000000,5428,0,0,0,0,332,424,0.138388761,0.121090166,0,888,41.83870968,166.991037,27886.00645,0,0,0,1,0,0,0,0,0,43.23333333,25.1875,63.85714286,332,0,0,0,0,0,0,16,403,14,894,8192,946,15,20,45256.81818,71428.3783,260615,23010,9981597.091,61200.75864,10000000,9797501,BENIGN
53,199,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,1045226.131,20100.50251,66.33333333,74.21814693,148,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,10050.25126,10050.25126,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,40,0,0,0,0,0,0,2,72,2,136,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,242765,4,4,200,556,50,50,50.0,0.0,139,139,139.0,0.0,3114.122711264,32.9536794843,34680.7142857143,60028.1807201537,138598,1,242721,80907.0,140092.601414207,242672,1,104119,34706.3333333333,60068.9695960679,104068,3,0,0,0,0,80,80,16.4768397421,16.4768397421,50,139,89.5555555556,46.9071186258,2200.2777777778,0,0,0,0,0,0,0,0,1,100.75,50.0,139.0,80,0,0,0,0,0,0,4,200,4,556,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85381354,9,7,329,11595,323,0,36.55555556,107.4349933,4344,0,1656.428571,1757.579003,139.6557848,0.187394545,5692090.267,22000000.0,85200000,1,85200000,10700000.0,30100000.0,85200000,1,146687,24447.83333,53945.75639,134134,47,0,0,0,0,284,232,0.105409432,0.081985114,0,4344,701.4117647,1357.422284,1842595.257,0,0,0,0,1,0,0,0,0,745.25,36.55555556,1656.428571,284,0,0,0,0,0,0,9,329,7,11595,251,235,2,20,3025.0,0.0,3025,3025,85200000.0,0.0,85200000,85200000,DoS Hulk
80,20608,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,564198.3696,339.673913,3434.666667,7133.076129,17904,57,18066,9033.0,12693.98094,18009,57,20503,6834.333333,9969.998813,18287,94,0,0,0,0,72,92,145.5745342,194.0993789,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,146,2,2,88,200,44,44,44.0,0.0,100,100,100.0,0.0,1972602.74,27397.26027,48.66666667,78.23255929,139,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,13698.63014,13698.63014,44,100,66.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,83.0,44.0,100.0,64,0,0,0,0,0,0,2,88,2,200,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,81000841,9,6,62,11601,20,0,6.888888889,5.30199124,4380,0,1933.5,1757.789948,143.9861594,0.185183262,5785774.357,19300000.0,72500000,1,80700000,10100000.0,25400000.0,72500000,1,347071,69414.2,144537.0745,327542,9,0,0,0,0,192,132,0.111109957,0.074073305,0,4380,729.3125,1399.285566,1958000.096,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,6.0,0.0,6,6,40300000.0,45600000.0,72500000,8109814,DDoS
53,173,2,2,102,166,51,51,51.0,0.0,83,83,83.0,0.0,1549132.948,23121.38728,57.66666667,94.68544415,167,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11560.69364,11560.69364,51,83,63.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,79.75,51.0,83.0,64,0,0,0,0,0,0,2,102,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3798292,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,6.318629531,1.053104922,1266097.333,2192355.145,3797611,328,3798292,1266097.333,2192355.145,3797611,328,0,0.0,0.0,0,0,0,0,0,0,80,0,1.053104922,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
10003,28,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,285714.2857,71428.57143,28.0,0.0,28,28,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,35714.28571,35714.28571,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,30671,1,1,61,89,61,61,61.0,0.0,89,89,89.0,0.0,4890.6132829057,65.2081771054,30671.0,0.0,30671,30671,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.6040885527,32.6040885527,61,89,70.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,105.5,61.0,89.0,20,0,0,0,0,0,0,1,61,1,89,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115842136,16,14,419,1767,419,0,26.1875,104.75,1767,0,126.2142857,472.2506145,18.8705084,0.258973125,3994556.414,4892455.728,10000000,32,116000000,7722809.067,4168521.962,10000000,52,111000000,8502477.692,3768104.217,10100000,923,0,0,0,0,520,456,0.138119,0.120854125,0,1767,70.51612903,323.7129254,104790.0581,0,0,0,1,0,0,0,0,0,72.86666667,26.1875,126.2142857,520,0,0,0,0,0,0,16,419,14,1767,29200,939,1,32,25712.36364,7564.250396,48431,23035,10000000.0,5899.258667,10000000,10000000,BENIGN
80,1093464,4,5,582,1960,576,0,145.5,287.0139369438,974,0,392.0,531.2965273743,2324.7221673507,8.2307236452,136683.0,268721.353646699,775955,24,317509,105836.333333333,125763.141159615,250634,23867,1069696,267424.0,351381.341357221,775979,3569,0,0,0,0,104,112,3.6580993979,4.5726242473,0,974,254.2,419.398987971,175895.511111111,0,0,0,1,0,0,0,0,1,282.4444444444,145.5,392.0,104,0,0,0,0,0,0,4,582,5,1960,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21571,57,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,105263.1579,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,17543.85965,17543.85965,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,98962785,8,6,344,11595,344,0,43.0,121.6223664,4344,0,1932.5,1977.812908,120.6413098,0.14146732,7612521.923,27400000.0,98800000,1,98800000,14100000.0,37400000.0,98800000,1,137561,27512.2,54848.37938,125193,56,0,0,0,0,264,200,0.080838469,0.060628852,0,4344,795.9333333,1525.538428,2327267.495,0,0,0,0,1,0,0,0,0,852.7857143,43.0,1932.5,264,0,0,0,0,0,0,8,344,6,11595,251,235,1,32,984.0,0.0,984,984,98800000.0,0.0,98800000,98800000,DoS Hulk
80,964,5,0,12,0,6,0,2.4,3.286335345,0,0,0.0,0.0,12448.13278,5186.721992,241.0,478.6675952,959,1,964,241.0,478.6675952,959,1,0,0.0,0.0,0,0,0,0,0,0,136,0,5186.721992,0.0,0,6,2.0,3.098386677,9.6,0,0,0,0,1,0,0,0,0,2.4,2.4,0.0,136,0,0,0,0,0,0,5,12,0,0,251,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,99597651,8,5,364,11595,364,0,45.5,128.6934342,7240,0,2319.0,3331.638186,120.073113,0.130525167,8299804.25,28700000.0,99500000,2,99500000,14200000.0,37600000.0,99500000,2,69360,17340.0,27592.44995,57991,85,0,0,0,0,264,168,0.08032318,0.050201987,0,7240,854.2142857,2169.81042,4708077.258,0,0,0,0,1,0,0,0,0,919.9230769,45.5,2319.0,264,0,0,0,0,0,0,8,364,5,11595,274,235,1,32,989.0,0.0,989,989,99500000.0,0.0,99500000,99500000,DoS Hulk
80,222258,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,52313.07759,35.99420493,31751.14286,71564.57596,192368,87,29022,14511.0,19101.78259,28018,1004,222151,55537.75,92212.02932,192368,199,0,0,0,0,72,112,13.49782685,22.49637808,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,20359104,18,1,1077,2,201,0,59.83333333,90.09684332,2,2,2.0,0.0,52.99840307,0.933243428,1131061.333,990126.2253,3812546,150,20400000,1197594.353,978247.5899,3812546,209,0,0.0,0.0,0,0,0,0,0,0,372,24,0.884125352,0.049118075,0,201,53.95,87.12632994,7590.997368,0,0,0,1,0,0,0,0,0,56.78947368,59.83333333,2.0,372,0,0,0,0,0,0,18,1077,1,2,8192,65535,17,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,171,2,2,76,238,38,38,38.0,0.0,119,119,119.0,0.0,1836257.31,23391.81287,57.0,93.53074361,165,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11695.90643,11695.90643,38,119,70.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,88.0,38.0,119.0,40,0,0,0,0,0,0,2,76,2,238,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,101,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19801.9802,101.0,0.0,101,101,101,101.0,0.0,101,101,0,0.0,0.0,0,0,0,0,0,0,64,0,19801.9802,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1003,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30624,1,1,41,89,41,41,41.0,0.0,89,89,89.0,0.0,4245.036573,65.30825496,30624.0,0.0,30624,30624,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.65412748,32.65412748,41,89,57.0,27.71281292,768.0,0,0,0,0,0,0,0,0,1,85.5,41.0,89.0,20,0,0,0,0,0,0,1,41,1,89,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,90744,1,1,62,157,62,62,62.0,0.0,157,157,157.0,0.0,2413.382703,22.04002468,90744.0,0.0,90744,90744,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11.02001234,11.02001234,62,157,93.66666667,54.84827557,3008.333333,0,0,0,0,0,0,0,0,1,140.5,62.0,157.0,20,0,0,0,0,0,0,1,62,1,157,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,2006700,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.94991778,2.491652963,501675.0,1002206.695,2004985,350,2006700,501675.0,1002206.695,2004985,350,0,0.0,0.0,0,0,0,0,0,0,100,0,2.491652963,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
50568,33,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,16.5,17.67766953,29,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,32,60606.06061,30303.0303,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,11,32853,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30696,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,9382.3299452698,130.3101381287,10232.0,17716.2816922739,30689,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,80,80,65.1550690644,65.1550690644,42,102,66.0,32.8633534503,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,80,0,0,0,0,0,0,2,84,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,79157642,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,147.3389013,0.164229248,6596470.167,22000000.0,76500000,3,78400000,11200000.0,28800000.0,76500000,59,794333,198583.25,396402.7358,793187,3,0,0,0,0,172,112,0.101064152,0.063165095,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1844244.0,0.0,1844244,1844244,76500000.0,0.0,76500000,76500000,DDoS
